"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"LUX","","ALL","1991","12.4"
"LUX","","ALL","1992","6.37"
"LUX","","ALL","1993","8.79"
"LUX","","ALL","1994","8.17"
"LUX","","ALL","1995","7.81"
"LUX","","ALL","1996","9.87"
"LUX","","ALL","1997","9.03"
"LUX","","ALL","1998","10.32"
"LUX","","ALL","1999","8.56"
"LUX","","ALL","2000","10.03"
"LUX","","ALL","2001","7.02"
"LUX","","ALL","2002","6.95"
"LUX","","ALL","2003","11.96"
"LUX","","ALL","2004","6.77"
"LUX","","ALL","2005","7.95"
"LUX","","ALL","2006","6.98"
"LUX","","ALL","2007","8.12"
"LUX","","ALL","2008","5.73"
"LUX","","ALL","2009","5.42"
"LUX","","ALL","2010","5.72"
"LUX","","ALL","2011","4.82"
"LUX","","ALL","2012","8.48"
"LUX","","ALL","2013","6.99"
"LUX","","ALL","2014","4.31"
"LUX","","ALL","2015","5.29"
"LUX","","ALL","2016","5.03"
"LUX","","ALL","2017","5.55"
"LUX","","ALL","2018","7.29"
"LUX","","ALL","2019","8.33"
"LUX","","ALL","2020","5.55"
"LVA","","ALL","1980","47.54"
"LVA","","ALL","1981","45.25"
"LVA","","ALL","1982","42.55"
"LVA","","ALL","1983","42.11"
"LVA","","ALL","1984","41.14"
"LVA","","ALL","1985","47.42"
"LVA","","ALL","1986","37.77"
"LVA","","ALL","1987","36.09"
"LVA","","ALL","1988","35.35"
"LVA","","ALL","1989","32.13"
"LVA","","ALL","1990","34.02"
"LVA","","ALL","1991","35.58"
"LVA","","ALL","1992","36.53"
"LVA","","ALL","1993","38.78"
"LVA","","ALL","1994","44.87"
"LVA","","ALL","1995","62.01"
"LVA","","ALL","1996","71.67"
"LVA","","ALL","1997","82.33"
"LVA","","ALL","1998","90.54"
"LVA","","ALL","1999","79.11"
"LVA","","ALL","2000","83.72"
"LVA","","ALL","2001","85.57"
"LVA","","ALL","2002","78.05"
"LVA","","ALL","2003","73.69"
"LVA","","ALL","2004","69.77"
"LVA","","ALL","2005","62.94"
"LVA","","ALL","2006","58.15"
"LVA","","ALL","2007","55.76"
"LVA","","ALL","2008","48.04"
"LVA","","ALL","2009","44.26"
"LVA","","ALL","2010","43.53"
"LVA","","ALL","2011","41.95"
"LVA","","ALL","2012","47.14"
"LVA","","ALL","2013","43.33"
"LVA","","ALL","2014","37.1"
"LVA","","ALL","2015","35.37"
"LVA","","ALL","2016","32.78"
"LVA","","ALL","2017","27.96"
"MCO","","ALL","1980","3.85"
"MCO","","ALL","1981","0"
"MCO","","ALL","1982","0"
"MCO","","ALL","1983","0"
"MCO","","ALL","1984","0"
"MCO","","ALL","1985","3.7"
"MCO","","ALL","1986","7.41"
"MCO","","ALL","1987","7.41"
"MCO","","ALL","1988","3.57"
"MCO","","ALL","1989","3.57"
"MCO","","ALL","1990","3.57"
"MCO","","ALL","1991","0"
"MCO","","ALL","1992","3.57"
"MCO","","ALL","1994","3.57"
"MCO","","ALL","1995","3.57"
"MCO","","ALL","1996","0"
"MCO","","ALL","1997","0"
"MCO","","ALL","1998","0"
"MCO","","ALL","1999","10"
"MCO","","ALL","2000","0"
"MCO","","ALL","2001","0"
"MCO","","ALL","2002","0"
"MCO","","ALL","2010","2.86"
"MCO","","ALL","2014","0"
"MCO","","ALL","2015","0"
"MCO","","ALL","2016","5.21"
"MCO","","ALL","2017","0"
"MCO","","ALL","2018","2.61"
"MCO","","ALL","2019","0"
"MCO","","ALL","2020","0"
"MDA","","ALL","1980","69.33"
"MDA","","ALL","1981","70.32"
"MDA","","ALL","1982","78.01"
"MDA","","ALL","1983","69.08"
"MDA","","ALL","1984","61.17"
"MDA","","ALL","1985","64.83"
"MDA","","ALL","1986","71.04"
"MDA","","ALL","1987","65.52"
"MDA","","ALL","1988","58.12"
"MDA","","ALL","1989","52.47"
"MDA","","ALL","1990","39.62"
"MDA","","ALL","1991","43.8"
"MDA","","ALL","1992","42.17"
"MDA","","ALL","1993","55.79"
"MDA","","ALL","1994","60.39"
"MDA","","ALL","1995","67.42"
"MDA","","ALL","1996","67.57"
"MDA","","ALL","1997","79.58"
"MDA","","ALL","1998","71.86"
"MDA","","ALL","1999","74.34"
"MDA","","ALL","2000","80.64"
"MDA","","ALL","2001","99.35"
"MDA","","ALL","2002","104.03"
"MDA","","ALL","2003","226.91"
"MDA","","ALL","2004","133.35"
"MDA","","ALL","2005","143"
"MDA","","ALL","2006","139.18"
"MDA","","ALL","2007","135.79"
"MDA","","ALL","2008","125.04"
"MDA","","ALL","2009","125.39"
"MDA","","ALL","2010","116.09"
"MDA","","ALL","2011","118.9"
"MDA","","ALL","2012","123.87"
"MDA","","ALL","2013","126.03"
"MDA","","ALL","2014","114.1"
"MDA","","ALL","2015","88.67"
"MDA","","ALL","2016","100.51"
"MDA","","ALL","2017","94.61"
"MDA","","ALL","2018","85.24"
"MDA","","ALL","2019","79.24"
"MDA","","ALL","2020","49.84"
"MKD","","ALL","1992","83.23"
"MKD","","ALL","1993","88.58"
"MKD","","ALL","1994","37.41"
"MKD","","ALL","1995","39.98"
"MKD","","ALL","1996","36.51"
"MKD","","ALL","1997","34.7"
"MKD","","ALL","1998","30.88"
"MKD","","ALL","1999","27.61"
"MKD","","ALL","2000","31.63"
"MKD","","ALL","2001","31.84"
"MKD","","ALL","2002","33.96"
"MKD","","ALL","2003","34.39"
"MKD","","ALL","2004","31.68"
"MKD","","ALL","2005","29.36"
"MKD","","ALL","2006","27.5"
"MKD","","ALL","2007","25.74"
"MKD","","ALL","2008","21.98"
"MKD","","ALL","2009","21.94"
"MKD","","ALL","2010","18.69"
"MKD","","ALL","2011","16.27"
"MKD","","ALL","2012","16.79"
"MKD","","ALL","2013","15.34"
"MKD","","ALL","2014","13.68"
"MKD","","ALL","2015","13.61"
"MKD","","ALL","2016","12.64"
"MKD","","ALL","2017","10.38"
"MKD","","ALL","2018","10.43"
"MKD","","ALL","2019","9.56"
"MKD","","ALL","2020","6.87"
"MLT","","ALL","1980","7.55"
"MLT","","ALL","1981","8.12"
"MLT","","ALL","1982","3.99"
"MLT","","ALL","1983","7.29"
"MLT","","ALL","1984","4.52"
"MLT","","ALL","1985","3.29"
"MLT","","ALL","1986","4.08"
"MLT","","ALL","1987","4.06"
"MLT","","ALL","1988","3.45"
"MLT","","ALL","1989","4.56"
"MLT","","ALL","1990","3.67"
"MLT","","ALL","1991","7.27"
"MLT","","ALL","1992","8.3"
"MLT","","ALL","1993","7.13"
"MLT","","ALL","1994","6.8"
"MLT","","ALL","1995","2.97"
"MLT","","ALL","1996","7.51"
"MLT","","ALL","1997","2.93"
"MLT","","ALL","1998","4.24"
"MLT","","ALL","1999","5.8"
"MLT","","ALL","2000","4.15"
"MLT","","ALL","2001","4.07"
"MLT","","ALL","2002","6.06"
"MLT","","ALL","2003","1.76"
"MLT","","ALL","2004","4.49"
"MLT","","ALL","2005","5.45"
"MLT","","ALL","2006","7.4"
"MLT","","ALL","2007","9.34"
"MLT","","ALL","2008","11.72"
"MLT","","ALL","2009","10.18"
"MLT","","ALL","2010","7"
"MLT","","ALL","2011","7.21"
"MLT","","ALL","2012","10.01"
"MLT","","ALL","2013","11.81"
"MLT","","ALL","2014","10.77"
"MLT","","ALL","2015","7.64"
"MLT","","ALL","2016","11.92"
"MLT","","ALL","2017","8.97"
"MLT","","ALL","2018","11.75"
"MLT","","ALL","2019","20.94"
"MLT","","ALL","2020","27.77"
"MNE","","ALL","2005","25.03"
"MNE","","ALL","2006","26.75"
"MNE","","ALL","2007","23.48"
"MNE","","ALL","2008","20.83"
"MNE","","ALL","2009","18.05"
"MNE","","ALL","2010","17.76"
"MNE","","ALL","2011","17.74"
"MNE","","ALL","2012","15.79"
"MNE","","ALL","2013","19.16"
"MNE","","ALL","2014","18.07"
"MNE","","ALL","2015","12.78"
"MNE","","ALL","2016","13.9"
"MNE","","ALL","2017","12.05"
"MNE","","ALL","2018","13.5"
"MNE","","ALL","2019","12.86"
"MNE","","ALL","2020","6.43"
"NLD","","ALL","1980","12.02"
"NLD","","ALL","1981","12.17"
"NLD","","ALL","1982","10.58"
"NLD","","ALL","1983","9.9"
"NLD","","ALL","1984","9.71"
"NLD","","ALL","1985","9.4"
"NLD","","ALL","1986","8.5"
"NLD","","ALL","1987","8.37"
"NLD","","ALL","1988","9.09"
"NLD","","ALL","1989","8.87"
"NLD","","ALL","1990","9.16"
"NLD","","ALL","1991","8.93"
"NLD","","ALL","1992","9.65"
"NLD","","ALL","1993","10.38"
"NLD","","ALL","1994","11.77"
"NLD","","ALL","1995","10.47"
"NLD","","ALL","1996","10.8"
"NLD","","ALL","1997","9.52"
"NLD","","ALL","1998","8.54"
"NLD","","ALL","1999","8.84"
"NLD","","ALL","2000","7.81"
"NLD","","ALL","2001","8.77"
"NLD","","ALL","2002","8.39"
"NLD","","ALL","2003","8.07"
"NLD","","ALL","2004","8.08"
"NLD","","ALL","2005","6.91"
"NLD","","ALL","2006","6.13"
"NLD","","ALL","2007","5.68"
"NLD","","ALL","2008","5.86"
"NLD","","ALL","2009","6.81"
"NLD","","ALL","2010","6.18"
"NLD","","ALL","2011","5.81"
"NLD","","ALL","2012","5.49"
"NLD","","ALL","2013","4.95"
"NLD","","ALL","2014","4.83"
"NLD","","ALL","2015","5.02"
"NLD","","ALL","2016","5.16"
"NLD","","ALL","2017","4.53"
"NLD","","ALL","2018","4.59"
"NLD","","ALL","2019","4.3"
"NLD","","ALL","2020","3.52"
"NOR","","ALL","1980","12.21"
"NOR","","ALL","1981","11.24"
"NOR","","ALL","1982","10.89"
"NOR","","ALL","1983","9.59"
"NOR","","ALL","1984","9.01"
"NOR","","ALL","1985","9.01"
"NOR","","ALL","1986","8.23"
"NOR","","ALL","1987","7.33"
"NOR","","ALL","1988","6.98"
"NOR","","ALL","1989","6.03"
"NOR","","ALL","1990","6.72"
"NOR","","ALL","1991","6.8"
"NOR","","ALL","1992","6.72"
"NOR","","ALL","1993","5.94"
"NOR","","ALL","1994","5.58"
"NOR","","ALL","1995","5.41"
"NOR","","ALL","1996","4.95"
"NOR","","ALL","1997","4.65"
"NOR","","ALL","1998","5.51"
"NOR","","ALL","1999","4.77"
"NOR","","ALL","2000","4.94"
"NOR","","ALL","2001","6.11"
"NOR","","ALL","2002","5.35"
"NOR","","ALL","2003","7.29"
"NOR","","ALL","2004","6.18"
"NOR","","ALL","2005","5.97"
"NOR","","ALL","2006","5.94"
"NOR","","ALL","2007","6.01"
"NOR","","ALL","2008","6.23"
"NOR","","ALL","2009","6.79"
"NOR","","ALL","2010","6.03"
"NOR","","ALL","2011","6.46"
"NOR","","ALL","2012","6.83"
"NOR","","ALL","2013","7.13"
"NOR","","ALL","2014","5.89"
"NOR","","ALL","2015","5.49"
"NOR","","ALL","2016","5.27"
"NOR","","ALL","2017","4.49"
"NOR","","ALL","2018","3.56"
"NOR","","ALL","2019","2.86"
"NOR","","ALL","2020","2.68"
"","NORDIC","ALL","1980","18.32"
"","NORDIC","ALL","1981","17.53"
"","NORDIC","ALL","1982","16.83"
"","NORDIC","ALL","1983","15.36"
"","NORDIC","ALL","1984","14.29"
"","NORDIC","ALL","1985","14.15"
"","NORDIC","ALL","1986","12.45"
"","NORDIC","ALL","1987","11.38"
"","NORDIC","ALL","1988","9.7"
"","NORDIC","ALL","1989","9.39"
"","NORDIC","ALL","1990","8.55"
"","NORDIC","ALL","1991","8.29"
"","NORDIC","ALL","1992","8.42"
"","NORDIC","ALL","1993","7.8"
"","NORDIC","ALL","1994","7.79"
"","NORDIC","ALL","1995","8.07"
"","NORDIC","ALL","1996","7.76"
"","NORDIC","ALL","1997","7.51"
"","NORDIC","ALL","1998","7.77"
"","NORDIC","ALL","1999","7.7"
"","NORDIC","ALL","2000","7.31"
"","NORDIC","ALL","2001","6.75"
"","NORDIC","ALL","2002","6.07"
"","NORDIC","ALL","2003","6.23"
"","NORDIC","ALL","2004","5.71"
"","NORDIC","ALL","2005","6.33"
"","NORDIC","ALL","2006","5.67"
"","NORDIC","ALL","2007","5.66"
"","NORDIC","ALL","2008","5.89"
"","NORDIC","ALL","2009","6.33"
"","NORDIC","ALL","2010","6.16"
"","NORDIC","ALL","2011","6"
"","NORDIC","ALL","2012","5.99"
"","NORDIC","ALL","2013","6.06"
"","NORDIC","ALL","2014","5.67"
"","NORDIC","ALL","2015","6.27"
"","NORDIC","ALL","2016","5.63"
"","NORDIC","ALL","2017","4.54"
"","NORDIC","ALL","2018","4.32"
"","NORDIC","ALL","2019","4.13"
"","NORDIC","ALL","2020","3.11"
"POL","","ALL","1980","72.54"
"POL","","ALL","1981","67.09"
"POL","","ALL","1982","65.38"
"POL","","ALL","1983","64.01"
"POL","","ALL","1984","61.03"
"POL","","ALL","1985","58.19"
"POL","","ALL","1986","55.01"
"POL","","ALL","1987","52.46"
"POL","","ALL","1988","48.96"
"POL","","ALL","1989","42.63"
"POL","","ALL","1990","42.33"
"POL","","ALL","1991","43.13"
"POL","","ALL","1992","43.14"
"POL","","ALL","1993","43.76"
"POL","","ALL","1994","43.21"
"POL","","ALL","1995","41.36"
"POL","","ALL","1996","39.77"
"POL","","ALL","1997","36.14"
"POL","","ALL","1998","34.4"
"POL","","ALL","1999","31.48"
"POL","","ALL","2000","28.57"
"POL","","ALL","2001","26.54"
"POL","","ALL","2002","26.34"
"POL","","ALL","2003","26.51"
"POL","","ALL","2004","22.78"
"POL","","ALL","2005","21.5"
"POL","","ALL","2006","21.02"
"POL","","ALL","2007","21.04"
"POL","","ALL","2008","19.47"
"POL","","ALL","2009","20.1"
"POL","","ALL","2010","18.41"
"POL","","ALL","2011","20.88"
"POL","","ALL","2012","18.53"
"POL","","ALL","2013","18.52"
"POL","","ALL","2014","16.93"
"POL","","ALL","2015","16.22"
"POL","","ALL","2016","15.99"
"POL","","ALL","2017","14.41"
"POL","","ALL","2018","13.53"
"POL","","ALL","2019","12.98"
"POL","","ALL","2020","8.21"
"PRT","","ALL","1980","69.54"
"PRT","","ALL","1981","73.58"
"PRT","","ALL","1982","73.74"
"PRT","","ALL","1983","70.84"
"PRT","","ALL","1984","69.15"
"PRT","","ALL","1985","68.73"
"PRT","","ALL","1986","66.02"
"PRT","","ALL","1987","70.78"
"PRT","","ALL","1988","63.51"
"PRT","","ALL","1989","66.61"
"PRT","","ALL","1990","62.24"
"PRT","","ALL","1991","60.04"
"PRT","","ALL","1992","59.55"
"PRT","","ALL","1993","54.66"
"PRT","","ALL","1994","56.24"
"PRT","","ALL","1995","55.62"
"PRT","","ALL","1996","52.15"
"PRT","","ALL","1997","50.55"
"PRT","","ALL","1998","51.77"
"PRT","","ALL","1999","45.01"
"PRT","","ALL","2000","41.08"
"PRT","","ALL","2001","41.69"
"PRT","","ALL","2002","42.05"
"PRT","","ALL","2003","38.21"
"PRT","","ALL","2004","34.47"
"PRT","","ALL","2005","31.49"
"PRT","","ALL","2006","30.64"
"PRT","","ALL","2007","28.04"
"PRT","","ALL","2008","26.68"
"PRT","","ALL","2009","25.68"
"PRT","","ALL","2010","24.61"
"PRT","","ALL","2011","23.64"
"PRT","","ALL","2012","23.68"
"PRT","","ALL","2013","22.36"
"PRT","","ALL","2014","20.85"
"PRT","","ALL","2015","20.16"
"PRT","","ALL","2016","17.41"
"PRT","","ALL","2017","17.09"
"PRT","","ALL","2018","18.05"
"PRT","","ALL","2019","16.73"
"PRT","","ALL","2020","13.63"
"ROU","","ALL","1980","61.05"
"ROU","","ALL","1981","60.85"
"ROU","","ALL","1982","60.45"
"ROU","","ALL","1983","60.17"
"ROU","","ALL","1984","57.25"
"ROU","","ALL","1985","55.78"
"ROU","","ALL","1986","56.35"
"ROU","","ALL","1987","58.24"
"ROU","","ALL","1988","61.32"
"ROU","","ALL","1989","63.39"
"ROU","","ALL","1990","70.05"
"ROU","","ALL","1991","66.78"
"ROU","","ALL","1992","79.41"
"ROU","","ALL","1993","89.43"
"ROU","","ALL","1994","94.24"
"ROU","","ALL","1995","102.6"
"ROU","","ALL","1996","106.99"
"ROU","","ALL","1997","106.02"
"ROU","","ALL","1998","114.47"
"ROU","","ALL","1999","116.25"
"ROU","","ALL","2000","122.44"
"ROU","","ALL","2001","127.54"
"ROU","","ALL","2002","136.51"
"ROU","","ALL","2003","136.53"
"ROU","","ALL","2004","131.82"
"ROU","","ALL","2005","120.73"
"ROU","","ALL","2006","112.56"
"ROU","","ALL","2007","104.89"
"ROU","","ALL","2008","101.02"
"ROU","","ALL","2009","96.15"
"ROU","","ALL","2010","86.74"
"ROU","","ALL","2011","79.82"
"ROU","","ALL","2012","75.56"
"ROU","","ALL","2013","69.42"
"ROU","","ALL","2014","75.62"
"ROU","","ALL","2015","72.91"
"ROU","","ALL","2016","66.02"
"ROU","","ALL","2017","55.42"
"ROU","","ALL","2018","52.17"
"ROU","","ALL","2019","50.03"
"ROU","","ALL","2020","32.47"
"RUS","","ALL","1980","53.63"
"RUS","","ALL","1981","52.7"
"RUS","","ALL","1982","51.57"
"RUS","","ALL","1983","51.95"
"RUS","","ALL","1984","52.51"
"RUS","","ALL","1985","45.2"
"RUS","","ALL","1986","49.78"
"RUS","","ALL","1987","48.24"
"RUS","","ALL","1988","46.11"
"RUS","","ALL","1989","42.75"
"RUS","","ALL","1990","34.24"
"RUS","","ALL","1991","34"
"RUS","","ALL","1992","35.84"
"RUS","","ALL","1993","43.3"
"RUS","","ALL","1994","48.26"
"RUS","","ALL","1995","57.85"
"RUS","","ALL","1996","75.8"
"RUS","","ALL","1997","81.51"
"RUS","","ALL","1998","76.11"
"RUS","","ALL","1999","92.55"
"RUS","","ALL","2000","97.35"
"RUS","","ALL","2001","92.15"
"RUS","","ALL","2002","90.18"
"RUS","","ALL","2003","90.44"
"RUS","","ALL","2004","84.43"
"RUS","","ALL","2005","89.39"
"RUS","","ALL","2006","87.51"
"RUS","","ALL","2007","89.6"
"RUS","","ALL","2008","90.35"
"RUS","","ALL","2009","93.48"
"RUS","","ALL","2010","87.72"
"RUS","","ALL","2011","78.98"
"RUS","","ALL","2012","73.87"
"RUS","","ALL","2013","74.25"
"RUS","","ALL","2014","71.35"
"RUS","","ALL","2015","69.42"
"RUS","","ALL","2016","64.42"
"RUS","","ALL","2017","57.55"
"RUS","","ALL","2018","53.3"
"RUS","","ALL","2019","49.96"
"RUS","","ALL","2020","40.09"
"","SEEHN","ALL","1980","54.37"
"","SEEHN","ALL","1981","53.44"
"","SEEHN","ALL","1982","54.27"
"","SEEHN","ALL","1983","52.7"
"","SEEHN","ALL","1984","51.31"
"","SEEHN","ALL","1985","50.36"
"","SEEHN","ALL","1986","50.68"
"","SEEHN","ALL","1987","50.22"
"","SEEHN","ALL","1988","49.89"
"","SEEHN","ALL","1989","49.94"
"","SEEHN","ALL","1990","51.18"
"","SEEHN","ALL","1991","50.02"
"","SEEHN","ALL","1992","55.27"
"","SEEHN","ALL","1993","60.4"
"","SEEHN","ALL","1994","64.11"
"","SEEHN","ALL","1995","63.93"
"","SEEHN","ALL","1996","65.01"
"","SEEHN","ALL","1997","66.45"
"","SEEHN","ALL","1998","70.48"
"","SEEHN","ALL","1999","70.1"
"","SEEHN","ALL","2000","71.91"
"","SEEHN","ALL","2001","76.03"
"","SEEHN","ALL","2002","76.79"
"","SEEHN","ALL","2003","84.39"
"","SEEHN","ALL","2004","76.77"
"","SEEHN","ALL","2005","72.79"
"","SEEHN","ALL","2006","68.5"
"","SEEHN","ALL","2007","65.32"
"","SEEHN","ALL","2008","61.42"
"","SEEHN","ALL","2009","58.69"
"","SEEHN","ALL","2010","52.85"
"","SEEHN","ALL","2011","49.8"
"","SEEHN","ALL","2012","48.02"
"","SEEHN","ALL","2013","45.86"
"","SEEHN","ALL","2014","45.41"
"","SEEHN","ALL","2015","42.03"
"","SEEHN","ALL","2016","38.86"
"","SEEHN","ALL","2017","35.28"
"","SEEHN","ALL","2018","32.79"
"","SEEHN","ALL","2019","30.82"
"","SEEHN","ALL","2020","19.47"
"","SMALL","ALL","1980","17.13"
"","SMALL","ALL","1981","15.78"
"","SMALL","ALL","1982","15.77"
"","SMALL","ALL","1983","15.57"
"","SMALL","ALL","1984","13.86"
"","SMALL","ALL","1985","13.91"
"","SMALL","ALL","1986","13.56"
"","SMALL","ALL","1987","13.02"
"","SMALL","ALL","1988","11.77"
"","SMALL","ALL","1989","12.54"
"","SMALL","ALL","1990","12.72"
"","SMALL","ALL","1991","13.41"
"","SMALL","ALL","1992","12.28"
"","SMALL","ALL","1993","11.89"
"","SMALL","ALL","1994","12.29"
"","SMALL","ALL","1995","11.15"
"","SMALL","ALL","1996","11.35"
"","SMALL","ALL","1997","11.48"
"","SMALL","ALL","1998","11.56"
"","SMALL","ALL","1999","11.14"
"","SMALL","ALL","2000","10.78"
"","SMALL","ALL","2001","10.3"
"","SMALL","ALL","2002","9.45"
"","SMALL","ALL","2003","10.28"
"","SMALL","ALL","2004","9.58"
"","SMALL","ALL","2005","10.09"
"","SMALL","ALL","2006","10.77"
"","SMALL","ALL","2007","10.29"
"","SMALL","ALL","2008","9.54"
"","SMALL","ALL","2009","8.92"
"","SMALL","ALL","2010","9.11"
"","SMALL","ALL","2011","7.93"
"","SMALL","ALL","2012","9.22"
"","SMALL","ALL","2013","9.05"
"","SMALL","ALL","2014","8.04"
"","SMALL","ALL","2015","7.35"
"","SMALL","ALL","2016","8"
"","SMALL","ALL","2017","7.12"
"","SMALL","ALL","2018","7.99"
"","SMALL","ALL","2019","10.16"
"","SMALL","ALL","2020","8.38"
"SMR","","ALL","1990","4.35"
"SMR","","ALL","1991","4.35"
"SMR","","ALL","1993","12.45"
"SMR","","ALL","1994","8.16"
"SMR","","ALL","1995","7.98"
"SMR","","ALL","1996","0"
"SMR","","ALL","1997","3.86"
"SMR","","ALL","1998","0"
"SMR","","ALL","1999","0"
"SMR","","ALL","2000","3.73"
"SMR","","ALL","2001","0"
"SMR","","ALL","2002","3.7"
"SMR","","ALL","2003","3.7"
"SMR","","ALL","2004","0"
"SMR","","ALL","2016","0"
"SMR","","ALL","2017","0"
"SMR","","ALL","2018","0"
"SMR","","ALL","2019","0"
"SRB","","ALL","2005","43.11"
"SRB","","ALL","2006","42.45"
"SRB","","ALL","2007","39.17"
"SRB","","ALL","2008","37.02"
"SRB","","ALL","2009","34.57"
"SRB","","ALL","2010","32"
"SRB","","ALL","2011","30.04"
"SRB","","ALL","2012","25.99"
"SRB","","ALL","2013","29.39"
"SRB","","ALL","2014","25.49"
"SRB","","ALL","2015","23.12"
"SRB","","ALL","2016","20.64"
"SRB","","ALL","2017","20.65"
"SRB","","ALL","2018","19.05"
"SRB","","ALL","2019","15.84"
"SRB","","ALL","2020","6.32"
"SVK","","ALL","1980","49.45"
"SVK","","ALL","1981","45.92"
"SVK","","ALL","1982","44.77"
"SVK","","ALL","1983","44.23"
"SVK","","ALL","1984","41.97"
"SVK","","ALL","1985","38.53"
"SVK","","ALL","1986","38.94"
"SVK","","ALL","1987","35.03"
"SVK","","ALL","1988","31.44"
"SVK","","ALL","1989","28.45"
"SVK","","ALL","1990","27.33"
"SVK","","ALL","1991","30.66"
"SVK","","ALL","1992","32.66"
"SVK","","ALL","1993","33.79"
"SVK","","ALL","1994","32.91"
"SVK","","ALL","1995","28.71"
"SVK","","ALL","1996","27.97"
"SVK","","ALL","1997","24.11"
"SVK","","ALL","1998","23.78"
"SVK","","ALL","1999","20.39"
"SVK","","ALL","2000","18.7"
"SVK","","ALL","2001","18.33"
"SVK","","ALL","2002","18.13"
"SVK","","ALL","2003","18.18"
"SVK","","ALL","2004","12.34"
"SVK","","ALL","2005","13.18"
"SVK","","ALL","2006","12.48"
"SVK","","ALL","2007","11.52"
"SVK","","ALL","2008","10.8"
"SVK","","ALL","2009","8.36"
"SVK","","ALL","2010","7.53"
"SVK","","ALL","2011","7"
"SVK","","ALL","2012","5.94"
"SVK","","ALL","2013","7.35"
"SVK","","ALL","2014","5.9"
"SVK","","ALL","2015","5.68"
"SVK","","ALL","2016","5.18"
"SVK","","ALL","2017","4.19"
"SVK","","ALL","2018","5.01"
"SVK","","ALL","2019","3.92"
"SVK","","ALL","2020","2.81"
"SVN","","ALL","1980","57.22"
"SVN","","ALL","1981","49.52"
"SVN","","ALL","1982","51.4"
"SVN","","ALL","1983","48.12"
"SVN","","ALL","1984","46.37"
"SVN","","ALL","1985","46.73"
"SVN","","ALL","1986","41.2"
"SVN","","ALL","1987","39.81"
"SVN","","ALL","1988","38"
"SVN","","ALL","1989","38.41"
"SVN","","ALL","1990","36.13"
"SVN","","ALL","1991","29.12"
"SVN","","ALL","1992","32.07"
"SVN","","ALL","1993","32.45"
"SVN","","ALL","1994","26.45"
"SVN","","ALL","1995","26.42"
"SVN","","ALL","1996","28.27"
"SVN","","ALL","1997","24.21"
"SVN","","ALL","1998","22.65"
"SVN","","ALL","1999","21.3"
"SVN","","ALL","2000","18.49"
"SVN","","ALL","2001","18.02"
"SVN","","ALL","2002","16.94"
"SVN","","ALL","2003","14.27"
"SVN","","ALL","2004","12.47"
"SVN","","ALL","2005","13.44"
"SVN","","ALL","2006","10.31"
"SVN","","ALL","2007","10.6"
"SVN","","ALL","2008","10.2"
"SVN","","ALL","2009","9.11"
"SVN","","ALL","2010","8.25"
"SVN","","ALL","2011","8.82"
"SVN","","ALL","2012","6.52"
"SVN","","ALL","2013","6.75"
"SVN","","ALL","2014","6.87"
"SVN","","ALL","2015","6.25"
"SVN","","ALL","2016","5.72"
"SVN","","ALL","2017","5.42"
"SVN","","ALL","2018","4.73"
"SVN","","ALL","2019","4.69"
"SVN","","ALL","2020","3.57"
"SWE","","ALL","1980","11.14"
"SWE","","ALL","1981","10.52"
"SWE","","ALL","1982","9.42"
"SWE","","ALL","1983","9.99"
"SWE","","ALL","1984","9.04"
"SWE","","ALL","1985","8.41"
"SWE","","ALL","1986","7.65"
"SWE","","ALL","1987","6.49"
"SWE","","ALL","1988","6.35"
"SWE","","ALL","1989","7.01"
"SWE","","ALL","1990","6.51"
"SWE","","ALL","1991","6.05"
"SWE","","ALL","1992","7.04"
"SWE","","ALL","1993","7.07"
"SWE","","ALL","1994","6.12"
"SWE","","ALL","1995","6.39"
"SWE","","ALL","1996","5.62"
"SWE","","ALL","1997","5.15"
"SWE","","ALL","1998","5.04"
"SWE","","ALL","1999","5.41"
"SWE","","ALL","2000","4.7"
"SWE","","ALL","2001","4.43"
"SWE","","ALL","2002","4.2"
"SWE","","ALL","2003","4.42"
"SWE","","ALL","2004","4.77"
"SWE","","ALL","2005","5.97"
"SWE","","ALL","2006","5.4"
"SWE","","ALL","2007","5.03"
"SWE","","ALL","2008","5.59"
"SWE","","ALL","2009","6.15"
"SWE","","ALL","2010","6.56"
"SWE","","ALL","2011","5.69"
"SWE","","ALL","2012","6.23"
"SWE","","ALL","2013","6.35"
"SWE","","ALL","2014","6.54"
"SWE","","ALL","2015","7.98"
"SWE","","ALL","2016","7.13"
"SWE","","ALL","2017","4.85"
"SWE","","ALL","2018","4.69"
"SWE","","ALL","2019","4.65"
"SWE","","ALL","2020","3.05"
"TJK","","ALL","1981","64.8"
"TJK","","ALL","1982","62.97"
"TJK","","ALL","1983","57.56"
"TJK","","ALL","1984","54.79"
"TJK","","ALL","1985","54.52"
"TJK","","ALL","1986","55.44"
"TJK","","ALL","1987","56.09"
"TJK","","ALL","1988","49.36"
"TJK","","ALL","1989","50.71"
"TJK","","ALL","1990","46.39"
"TJK","","ALL","1991","38.95"
"TJK","","ALL","1992","30.18"
"TJK","","ALL","1993","11.7"
"TJK","","ALL","1994","15.91"
"TJK","","ALL","1995","35.8"
"TJK","","ALL","1996","28.72"
"TJK","","ALL","1997","36.81"
"TJK","","ALL","1998","41.22"
"TJK","","ALL","1999","42.1"
