"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"","EU_AFTER_MAY2004","ALL","2018","20.25"
"","EU_AFTER_MAY2004","ALL","2019","19.43"
"","EU_AFTER_MAY2004","ALL","2020","12.99"
"","EU_BEFORE_MAY2004","ALL","1980","20.78"
"","EU_BEFORE_MAY2004","ALL","1981","20.92"
"","EU_BEFORE_MAY2004","ALL","1982","20.45"
"","EU_BEFORE_MAY2004","ALL","1983","19.47"
"","EU_BEFORE_MAY2004","ALL","1984","18.18"
"","EU_BEFORE_MAY2004","ALL","1985","17.83"
"","EU_BEFORE_MAY2004","ALL","1986","18.17"
"","EU_BEFORE_MAY2004","ALL","1987","16.27"
"","EU_BEFORE_MAY2004","ALL","1988","15.37"
"","EU_BEFORE_MAY2004","ALL","1989","15.5"
"","EU_BEFORE_MAY2004","ALL","1990","15.15"
"","EU_BEFORE_MAY2004","ALL","1991","14.76"
"","EU_BEFORE_MAY2004","ALL","1992","15.46"
"","EU_BEFORE_MAY2004","ALL","1993","15.52"
"","EU_BEFORE_MAY2004","ALL","1994","15.26"
"","EU_BEFORE_MAY2004","ALL","1995","14.72"
"","EU_BEFORE_MAY2004","ALL","1996","13.65"
"","EU_BEFORE_MAY2004","ALL","1997","13.49"
"","EU_BEFORE_MAY2004","ALL","1998","13.26"
"","EU_BEFORE_MAY2004","ALL","1999","12.36"
"","EU_BEFORE_MAY2004","ALL","2000","11.57"
"","EU_BEFORE_MAY2004","ALL","2001","10.67"
"","EU_BEFORE_MAY2004","ALL","2002","10.78"
"","EU_BEFORE_MAY2004","ALL","2003","11.51"
"","EU_BEFORE_MAY2004","ALL","2004","9.77"
"","EU_BEFORE_MAY2004","ALL","2005","10.07"
"","EU_BEFORE_MAY2004","ALL","2006","9.94"
"","EU_BEFORE_MAY2004","ALL","2007","9.21"
"","EU_BEFORE_MAY2004","ALL","2008","9.5"
"","EU_BEFORE_MAY2004","ALL","2009","9.15"
"","EU_BEFORE_MAY2004","ALL","2010","8.96"
"","EU_BEFORE_MAY2004","ALL","2011","8.62"
"","EU_BEFORE_MAY2004","ALL","2012","8.23"
"","EU_BEFORE_MAY2004","ALL","2013","7.85"
"","EU_BEFORE_MAY2004","ALL","2014","7.5"
"","EU_BEFORE_MAY2004","ALL","2015","7.5"
"","EU_BEFORE_MAY2004","ALL","2016","7.7"
"","EU_BEFORE_MAY2004","ALL","2017","7.29"
"","EU_BEFORE_MAY2004","ALL","2018","7.14"
"","EU_BEFORE_MAY2004","ALL","2019","6.69"
"","EU_BEFORE_MAY2004","ALL","2020","5.48"
"","EU_MEMBERS","ALL","1980","31.32"
"","EU_MEMBERS","ALL","1981","30.91"
"","EU_MEMBERS","ALL","1982","30.36"
"","EU_MEMBERS","ALL","1983","29.39"
"","EU_MEMBERS","ALL","1984","27.73"
"","EU_MEMBERS","ALL","1985","27.1"
"","EU_MEMBERS","ALL","1986","26.73"
"","EU_MEMBERS","ALL","1987","24.9"
"","EU_MEMBERS","ALL","1988","23.77"
"","EU_MEMBERS","ALL","1989","23.17"
"","EU_MEMBERS","ALL","1990","23.14"
"","EU_MEMBERS","ALL","1991","22.72"
"","EU_MEMBERS","ALL","1992","24.14"
"","EU_MEMBERS","ALL","1993","24.96"
"","EU_MEMBERS","ALL","1994","25.56"
"","EU_MEMBERS","ALL","1995","24.95"
"","EU_MEMBERS","ALL","1996","24.24"
"","EU_MEMBERS","ALL","1997","23.73"
"","EU_MEMBERS","ALL","1998","24.03"
"","EU_MEMBERS","ALL","1999","22.5"
"","EU_MEMBERS","ALL","2000","21.56"
"","EU_MEMBERS","ALL","2001","20.85"
"","EU_MEMBERS","ALL","2002","20.69"
"","EU_MEMBERS","ALL","2003","21.21"
"","EU_MEMBERS","ALL","2004","18.59"
"","EU_MEMBERS","ALL","2005","17.78"
"","EU_MEMBERS","ALL","2006","17.1"
"","EU_MEMBERS","ALL","2007","15.91"
"","EU_MEMBERS","ALL","2008","15.67"
"","EU_MEMBERS","ALL","2009","14.91"
"","EU_MEMBERS","ALL","2010","14.08"
"","EU_MEMBERS","ALL","2011","13.38"
"","EU_MEMBERS","ALL","2012","12.56"
"","EU_MEMBERS","ALL","2013","12.16"
"","EU_MEMBERS","ALL","2014","11.66"
"","EU_MEMBERS","ALL","2015","11.56"
"","EU_MEMBERS","ALL","2016","11.33"
"","EU_MEMBERS","ALL","2017","10.65"
"","EU_MEMBERS","ALL","2018","10.29"
"","EU_MEMBERS","ALL","2019","9.67"
"","EU_MEMBERS","ALL","2020","7.17"
"","EU_BEFORE_FEB2020","ALL","1980","29.78"
"","EU_BEFORE_FEB2020","ALL","1981","29.16"
"","EU_BEFORE_FEB2020","ALL","1982","28.51"
"","EU_BEFORE_FEB2020","ALL","1983","27.52"
"","EU_BEFORE_FEB2020","ALL","1984","25.9"
"","EU_BEFORE_FEB2020","ALL","1985","25.26"
"","EU_BEFORE_FEB2020","ALL","1986","24.97"
"","EU_BEFORE_FEB2020","ALL","1987","23.13"
"","EU_BEFORE_FEB2020","ALL","1988","22.14"
"","EU_BEFORE_FEB2020","ALL","1989","21.66"
"","EU_BEFORE_FEB2020","ALL","1990","21.6"
"","EU_BEFORE_FEB2020","ALL","1991","21.26"
"","EU_BEFORE_FEB2020","ALL","1992","22.57"
"","EU_BEFORE_FEB2020","ALL","1993","23.31"
"","EU_BEFORE_FEB2020","ALL","1994","23.77"
"","EU_BEFORE_FEB2020","ALL","1995","23.23"
"","EU_BEFORE_FEB2020","ALL","1996","22.61"
"","EU_BEFORE_FEB2020","ALL","1997","22.18"
"","EU_BEFORE_FEB2020","ALL","1998","22.4"
"","EU_BEFORE_FEB2020","ALL","1999","21.05"
"","EU_BEFORE_FEB2020","ALL","2000","20.23"
"","EU_BEFORE_FEB2020","ALL","2001","19.56"
"","EU_BEFORE_FEB2020","ALL","2002","19.59"
"","EU_BEFORE_FEB2020","ALL","2003","20.09"
"","EU_BEFORE_FEB2020","ALL","2004","17.76"
"","EU_BEFORE_FEB2020","ALL","2005","17.27"
"","EU_BEFORE_FEB2020","ALL","2006","16.68"
"","EU_BEFORE_FEB2020","ALL","2007","15.56"
"","EU_BEFORE_FEB2020","ALL","2008","15.39"
"","EU_BEFORE_FEB2020","ALL","2009","14.68"
"","EU_BEFORE_FEB2020","ALL","2010","13.89"
"","EU_BEFORE_FEB2020","ALL","2011","13.38"
"","EU_BEFORE_FEB2020","ALL","2012","12.61"
"","EU_BEFORE_FEB2020","ALL","2013","12.08"
"","EU_BEFORE_FEB2020","ALL","2014","11.48"
"","EU_BEFORE_FEB2020","ALL","2015","11.24"
"","EU_BEFORE_FEB2020","ALL","2016","11.02"
"","EU_BEFORE_FEB2020","ALL","2017","10.3"
"","EU_BEFORE_FEB2020","ALL","2018","9.88"
"","EU_BEFORE_FEB2020","ALL","2019","9.35"
"","EU_BEFORE_FEB2020","ALL","2020","7.05"
"FIN","","ALL","1980","47.01"
"FIN","","ALL","1981","45.92"
"FIN","","ALL","1982","44.96"
"FIN","","ALL","1983","38.76"
"FIN","","ALL","1984","36.69"
"FIN","","ALL","1985","37.11"
"FIN","","ALL","1986","31.43"
"FIN","","ALL","1987","28.77"
"FIN","","ALL","1988","21.79"
"FIN","","ALL","1989","19.54"
"FIN","","ALL","1990","15.48"
"FIN","","ALL","1991","15.38"
"FIN","","ALL","1992","13.88"
"FIN","","ALL","1993","10.7"
"FIN","","ALL","1994","10.87"
"FIN","","ALL","1995","12.94"
"FIN","","ALL","1996","12.59"
"FIN","","ALL","1997","11.15"
"FIN","","ALL","1998","12.21"
"FIN","","ALL","1999","10.94"
"FIN","","ALL","2000","10.18"
"FIN","","ALL","2001","8.87"
"FIN","","ALL","2002","8.63"
"FIN","","ALL","2003","7.58"
"FIN","","ALL","2004","6.1"
"FIN","","ALL","2005","6.46"
"FIN","","ALL","2006","5.32"
"FIN","","ALL","2007","5.67"
"FIN","","ALL","2008","6.23"
"FIN","","ALL","2009","7.53"
"FIN","","ALL","2010","5.74"
"FIN","","ALL","2011","5.86"
"FIN","","ALL","2012","4.82"
"FIN","","ALL","2013","4.89"
"FIN","","ALL","2014","4.6"
"FIN","","ALL","2015","4.85"
"FIN","","ALL","2016","4.07"
"FIN","","ALL","2017","4.24"
"FIN","","ALL","2018","4.15"
"FIN","","ALL","2019","4.06"
"FIN","","ALL","2020","3.15"
"FRA","","ALL","1980","32.02"
"FRA","","ALL","1981","30.5"
"FRA","","ALL","1982","28.31"
"FRA","","ALL","1983","25.27"
"FRA","","ALL","1984","22.39"
"FRA","","ALL","1985","20.46"
"FRA","","ALL","1986","19.02"
"FRA","","ALL","1987","18.41"
"FRA","","ALL","1988","16.45"
"FRA","","ALL","1989","16.07"
"FRA","","ALL","1990","15.92"
"FRA","","ALL","1991","14.92"
"FRA","","ALL","1992","15"
"FRA","","ALL","1993","16.57"
"FRA","","ALL","1994","15.7"
"FRA","","ALL","1995","15"
"FRA","","ALL","1996","13.12"
"FRA","","ALL","1997","11.66"
"FRA","","ALL","1998","10.16"
"FRA","","ALL","1999","10.32"
"FRA","","ALL","2000","10.39"
"FRA","","ALL","2001","9.82"
"FRA","","ALL","2002","9.57"
"FRA","","ALL","2003","10.02"
"FRA","","ALL","2004","8.45"
"FRA","","ALL","2005","8.2"
"FRA","","ALL","2006","8.1"
"FRA","","ALL","2007","8.8"
"FRA","","ALL","2008","8.72"
"FRA","","ALL","2009","7.87"
"FRA","","ALL","2010","7.63"
"FRA","","ALL","2011","7.47"
"FRA","","ALL","2012","7.41"
"FRA","","ALL","2013","7.38"
"FRA","","ALL","2014","7.07"
"FRA","","ALL","2015","6.98"
"FRA","","ALL","2016","7.23"
"FRA","","ALL","2017","7.48"
"FRA","","ALL","2018","7.39"
"FRA","","ALL","2019","7.53"
"FRA","","ALL","2020","6.8"
"GBR","","ALL","1980","18.62"
"GBR","","ALL","1981","16.48"
"GBR","","ALL","1982","14.99"
"GBR","","ALL","1983","13.88"
"GBR","","ALL","1984","12.46"
"GBR","","ALL","1985","11.79"
"GBR","","ALL","1986","12.07"
"GBR","","ALL","1987","10.09"
"GBR","","ALL","1988","10.18"
"GBR","","ALL","1989","10.62"
"GBR","","ALL","1990","10.32"
"GBR","","ALL","1991","10.6"
"GBR","","ALL","1992","11.13"
"GBR","","ALL","1993","11.23"
"GBR","","ALL","1994","10.71"
"GBR","","ALL","1995","10.64"
"GBR","","ALL","1996","10.72"
"GBR","","ALL","1997","10.9"
"GBR","","ALL","1998","10.56"
"GBR","","ALL","1999","10.54"
"GBR","","ALL","2000","10.56"
"GBR","","ALL","2001","10.21"
"GBR","","ALL","2002","11.61"
"GBR","","ALL","2003","11.97"
"GBR","","ALL","2004","11.76"
"GBR","","ALL","2005","13.57"
"GBR","","ALL","2006","13.63"
"GBR","","ALL","2007","13.09"
"GBR","","ALL","2008","13.43"
"GBR","","ALL","2009","13.11"
"GBR","","ALL","2010","12.56"
"GBR","","ALL","2011","13.38"
"GBR","","ALL","2012","12.98"
"GBR","","ALL","2013","11.52"
"GBR","","ALL","2014","10.29"
"GBR","","ALL","2015","9.05"
"GBR","","ALL","2016","8.9"
"GBR","","ALL","2017","7.95"
"GBR","","ALL","2018","7.19"
"GBR","","ALL","2019","7.23"
"GBR","","ALL","2020","6.27"
"GEO","","ALL","1980","41.61"
"GEO","","ALL","1981","41.76"
"GEO","","ALL","1982","42.3"
"GEO","","ALL","1983","36.25"
"GEO","","ALL","1984","35.61"
"GEO","","ALL","1985","34.69"
"GEO","","ALL","1986","34.62"
"GEO","","ALL","1987","33.92"
"GEO","","ALL","1988","29.72"
"GEO","","ALL","1989","29.73"
"GEO","","ALL","1990","28.26"
"GEO","","ALL","1992","39.4"
"GEO","","ALL","1993","72.81"
"GEO","","ALL","1995","34.32"
"GEO","","ALL","1996","76.29"
"GEO","","ALL","1997","186.38"
"GEO","","ALL","1998","140.44"
"GEO","","ALL","1999","107.65"
"GEO","","ALL","2000","99.52"
"GEO","","ALL","2001","91.33"
"GEO","","ALL","2002","103.05"
"GEO","","ALL","2003","124.37"
"GEO","","ALL","2004","92.88"
"GEO","","ALL","2005","103.25"
"GEO","","ALL","2006","103.57"
"GEO","","ALL","2007","98.26"
"GEO","","ALL","2008","100.9"
"GEO","","ALL","2009","128.93"
"GEO","","ALL","2010","104.67"
"GEO","","ALL","2011","101.42"
"GEO","","ALL","2012","87.74"
"GEO","","ALL","2013","76.53"
"GEO","","ALL","2014","79.31"
"GEO","","ALL","2015","84.57"
"GEO","","ALL","2016","80.04"
"GEO","","ALL","2017","69.66"
"GEO","","ALL","2018","62.15"
"GEO","","ALL","2019","58.31"
"GEO","","ALL","2020","44.89"
"GRC","","ALL","1980","56.13"
"GRC","","ALL","1981","75.38"
"GRC","","ALL","1982","53.05"
"GRC","","ALL","1983","39.4"
"GRC","","ALL","1984","19.77"
"GRC","","ALL","1985","15.66"
"GRC","","ALL","1986","15.72"
"GRC","","ALL","1987","11.93"
"GRC","","ALL","1988","9.04"
"GRC","","ALL","1989","10.59"
"GRC","","ALL","1990","8.63"
"GRC","","ALL","1991","7.43"
"GRC","","ALL","1992","8.87"
"GRC","","ALL","1995","8.83"
"GRC","","ALL","1996","8.82"
"GRC","","ALL","1997","7.12"
"GRC","","ALL","1998","10.63"
"GRC","","ALL","1999","8.6"
"GRC","","ALL","2000","6.44"
"GRC","","ALL","2001","4.59"
"GRC","","ALL","2002","5.19"
"GRC","","ALL","2003","5.39"
"GRC","","ALL","2004","6.64"
"GRC","","ALL","2005","6.24"
"GRC","","ALL","2006","5.54"
"GRC","","ALL","2007","5.49"
"GRC","","ALL","2008","5.21"
"GRC","","ALL","2009","4.8"
"GRC","","ALL","2010","3.92"
"GRC","","ALL","2011","4.02"
"GRC","","ALL","2012","4.67"
"GRC","","ALL","2013","4.47"
"GRC","","ALL","2014","4.4"
"GRC","","ALL","2015","4"
"GRC","","ALL","2016","3.73"
"GRC","","ALL","2017","4.04"
"GRC","","ALL","2018","3.78"
"GRC","","ALL","2019","4.04"
"GRC","","ALL","2020","3.54"
"HRV","","ALL","1980","87.23"
"HRV","","ALL","1981","87.39"
"HRV","","ALL","1982","80.53"
"HRV","","ALL","1983","78.4"
"HRV","","ALL","1984","77.72"
"HRV","","ALL","1985","76.67"
"HRV","","ALL","1986","71.05"
"HRV","","ALL","1987","70.17"
"HRV","","ALL","1988","62.5"
"HRV","","ALL","1989","60.02"
"HRV","","ALL","1990","53.91"
"HRV","","ALL","1991","45.09"
"HRV","","ALL","1992","45.77"
"HRV","","ALL","1993","47.69"
"HRV","","ALL","1994","46.41"
"HRV","","ALL","1995","44.26"
"HRV","","ALL","1996","48.38"
"HRV","","ALL","1997","44.92"
"HRV","","ALL","1998","47.05"
"HRV","","ALL","1999","38.76"
"HRV","","ALL","2000","37.2"
"HRV","","ALL","2001","31.01"
"HRV","","ALL","2002","32.48"
"HRV","","ALL","2003","31.32"
"HRV","","ALL","2004","26.35"
"HRV","","ALL","2005","23.64"
"HRV","","ALL","2006","23.18"
"HRV","","ALL","2007","21.44"
"HRV","","ALL","2008","22.1"
"HRV","","ALL","2009","18.78"
"HRV","","ALL","2010","15.57"
"HRV","","ALL","2011","14.06"
"HRV","","ALL","2012","12.63"
"HRV","","ALL","2013","12.01"
"HRV","","ALL","2014","11.65"
"HRV","","ALL","2015","11.41"
"HRV","","ALL","2016","10.63"
"HRV","","ALL","2017","8.83"
"HRV","","ALL","2018","8.83"
"HRV","","ALL","2019","7.2"
"HRV","","ALL","2020","4.35"
"HUN","","ALL","1980","50.53"
"HUN","","ALL","1981","49.68"
"HUN","","ALL","1982","48.4"
"HUN","","ALL","1983","47.04"
"HUN","","ALL","1984","41.92"
"HUN","","ALL","1985","45.56"
"HUN","","ALL","1986","42.54"
"HUN","","ALL","1987","38.87"
"HUN","","ALL","1988","37.9"
"HUN","","ALL","1989","35.63"
"HUN","","ALL","1990","34.59"
"HUN","","ALL","1991","35.26"
"HUN","","ALL","1992","38.19"
"HUN","","ALL","1993","40.64"
"HUN","","ALL","1994","40.25"
"HUN","","ALL","1995","42.01"
"HUN","","ALL","1996","42.7"
"HUN","","ALL","1997","41.2"
"HUN","","ALL","1998","38.95"
"HUN","","ALL","1999","34.5"
"HUN","","ALL","2000","30.1"
"HUN","","ALL","2001","28.69"
"HUN","","ALL","2002","26.78"
"HUN","","ALL","2003","26.85"
"HUN","","ALL","2004","22.27"
"HUN","","ALL","2005","17.92"
"HUN","","ALL","2006","16.75"
"HUN","","ALL","2007","15.31"
"HUN","","ALL","2008","14.23"
"HUN","","ALL","2009","12.69"
"HUN","","ALL","2010","15.28"
"HUN","","ALL","2011","12.83"
"HUN","","ALL","2012","11.68"
"HUN","","ALL","2013","10.51"
"HUN","","ALL","2014","8.08"
"HUN","","ALL","2015","8.71"
"HUN","","ALL","2016","7.5"
"HUN","","ALL","2017","6.64"
"HUN","","ALL","2018","6.16"
"HUN","","ALL","2019","5.4"
"HUN","","ALL","2020","3.93"
"IRL","","ALL","1980","33.87"
"IRL","","ALL","1981","29.56"
"IRL","","ALL","1982","27.99"
"IRL","","ALL","1983","26.34"
"IRL","","ALL","1984","23.72"
"IRL","","ALL","1985","22.71"
"IRL","","ALL","1986","17"
"IRL","","ALL","1987","16.4"
"IRL","","ALL","1988","15.09"
"IRL","","ALL","1989","19.12"
"IRL","","ALL","1990","17.81"
"IRL","","ALL","1991","18.15"
"IRL","","ALL","1992","17"
"IRL","","ALL","1993","16.74"
"IRL","","ALL","1994","15.17"
"IRL","","ALL","1995","12.72"
"IRL","","ALL","1996","11.97"
"IRL","","ALL","1997","11.35"
"IRL","","ALL","1998","11.45"
"IRL","","ALL","1999","12.16"
"IRL","","ALL","2000","10.19"
"IRL","","ALL","2001","10.22"
"IRL","","ALL","2002","9.57"
"IRL","","ALL","2003","10.25"
"IRL","","ALL","2004","10.09"
"IRL","","ALL","2005","10.24"
"IRL","","ALL","2006","10.4"
"IRL","","ALL","2007","10.03"
"IRL","","ALL","2008","9.72"
"IRL","","ALL","2009","9.58"
"IRL","","ALL","2010","8.68"
"IRL","","ALL","2011","8.48"
"IRL","","ALL","2012","7.44"
"IRL","","ALL","2013","7.75"
"IRL","","ALL","2014","6.35"
"IRL","","ALL","2015","6.36"
"IRL","","ALL","2016","6.22"
"IRL","","ALL","2017","6.28"
"IRL","","ALL","2018","6.05"
"IRL","","ALL","2019","5.02"
"IRL","","ALL","2020","4.6"
"ISL","","ALL","1980","10.96"
"ISL","","ALL","1981","9.97"
"ISL","","ALL","1982","10.68"
"ISL","","ALL","1983","10.12"
"ISL","","ALL","1984","10.86"
"ISL","","ALL","1985","5.39"
"ISL","","ALL","1986","5.35"
"ISL","","ALL","1987","4.88"
"ISL","","ALL","1988","6.4"
"ISL","","ALL","1989","7.12"
"ISL","","ALL","1990","7.06"
"ISL","","ALL","1991","5.81"
"ISL","","ALL","1992","6.13"
"ISL","","ALL","1993","4.17"
"ISL","","ALL","1994","6.77"
"ISL","","ALL","1995","4.49"
"ISL","","ALL","1996","4.09"
"ISL","","ALL","1997","3.69"
"ISL","","ALL","1998","6.21"
"ISL","","ALL","1999","3.61"
"ISL","","ALL","2000","4.62"
"ISL","","ALL","2001","4.21"
"ISL","","ALL","2002","2.78"
"ISL","","ALL","2003","1.73"
"ISL","","ALL","2004","3.76"
"ISL","","ALL","2005","3.38"
"ISL","","ALL","2006","4.27"
"ISL","","ALL","2007","3.85"
"ISL","","ALL","2008","1.88"
"ISL","","ALL","2009","2.82"
"ISL","","ALL","2010","6.92"
"ISL","","ALL","2011","2.51"
"ISL","","ALL","2012","3.12"
"ISL","","ALL","2013","3.4"
"ISL","","ALL","2014","2.44"
"ISL","","ALL","2015","2.12"
"ISL","","ALL","2016","1.81"
"ISL","","ALL","2017","3.79"
"ISL","","ALL","2018","2.27"
"ISL","","ALL","2019","3.61"
"ISL","","ALL","2020","3.27"
"ISR","","ALL","1980","6.42"
"ISR","","ALL","1981","5.75"
"ISR","","ALL","1982","5.76"
"ISR","","ALL","1983","5.5"
"ISR","","ALL","1984","6.18"
"ISR","","ALL","1985","8.69"
"ISR","","ALL","1986","5.56"
"ISR","","ALL","1987","4.21"
"ISR","","ALL","1988","5.09"
"ISR","","ALL","1989","3.54"
"ISR","","ALL","1990","5.02"
"ISR","","ALL","1991","10.21"
"ISR","","ALL","1992","6.73"
"ISR","","ALL","1993","7.96"
"ISR","","ALL","1994","7.32"
"ISR","","ALL","1995","7.18"
"ISR","","ALL","1996","6.49"
"ISR","","ALL","1997","7.24"
"ISR","","ALL","1998","10.99"
"ISR","","ALL","1999","8.52"
"ISR","","ALL","2000","8.54"
"ISR","","ALL","2001","7.95"
"ISR","","ALL","2002","7.09"
"ISR","","ALL","2003","7.06"
"ISR","","ALL","2004","6.7"
"ISR","","ALL","2005","5.35"
"ISR","","ALL","2006","4.82"
"ISR","","ALL","2007","5.52"
"ISR","","ALL","2008","4.41"
"ISR","","ALL","2009","4.64"
"ISR","","ALL","2010","4.46"
"ISR","","ALL","2011","5.31"
"ISR","","ALL","2012","6.4"
"ISR","","ALL","2013","3.82"
"ISR","","ALL","2014","4.55"
"ISR","","ALL","2015","3.47"
"ISR","","ALL","2016","3.05"
"ISR","","ALL","2017","2.69"
"ISR","","ALL","2018","3.29"
"ISR","","ALL","2019","2.44"
"ISR","","ALL","2020","1.75"
"ITA","","ALL","1980","5.8"
"ITA","","ALL","1981","5.56"
"ITA","","ALL","1982","6.8"
"ITA","","ALL","1983","7.48"
"ITA","","ALL","1984","6.09"
"ITA","","ALL","1985","7.2"
"ITA","","ALL","1986","7.12"
"ITA","","ALL","1987","5.72"
"ITA","","ALL","1988","6.28"
"ITA","","ALL","1989","6.94"
"ITA","","ALL","1990","7.36"
"ITA","","ALL","1991","6.5"
"ITA","","ALL","1992","8.25"
"ITA","","ALL","1993","8.33"
"ITA","","ALL","1994","10.23"
"ITA","","ALL","1995","9.9"
"ITA","","ALL","1996","7.31"
"ITA","","ALL","1997","8.08"
"ITA","","ALL","1998","10.06"
"ITA","","ALL","1999","7.78"
"ITA","","ALL","2000","6.15"
"ITA","","ALL","2001","7.53"
"ITA","","ALL","2002","6.88"
"ITA","","ALL","2003","7.58"
"ITA","","ALL","2004","6.82"
"ITA","","ALL","2005","6.63"
"ITA","","ALL","2006","7.03"
"ITA","","ALL","2007","4.64"
"ITA","","ALL","2008","6.9"
"ITA","","ALL","2009","6.79"
"ITA","","ALL","2010","7.5"
"ITA","","ALL","2011","5.76"
"ITA","","ALL","2012","5.2"
"ITA","","ALL","2013","5.01"
"ITA","","ALL","2015","5.73"
"ITA","","ALL","2016","6.24"
"ITA","","ALL","2017","6.32"
"ITA","","ALL","2018","6.25"
"ITA","","ALL","2019","5.27"
"ITA","","ALL","2020","3.62"
"KAZ","","ALL","1980","96.57"
"KAZ","","ALL","1981","92.03"
"KAZ","","ALL","1982","90.52"
"KAZ","","ALL","1983","86.07"
"KAZ","","ALL","1984","80.51"
"KAZ","","ALL","1985","78.72"
"KAZ","","ALL","1986","81.99"
"KAZ","","ALL","1987","82.18"
"KAZ","","ALL","1988","82.52"
"KAZ","","ALL","1989","80.47"
"KAZ","","ALL","1990","65.8"
"KAZ","","ALL","1991","64.39"
"KAZ","","ALL","1992","64.36"
"KAZ","","ALL","1993","60.9"
"KAZ","","ALL","1994","62.24"
"KAZ","","ALL","1995","68.38"
"KAZ","","ALL","1996","87.58"
"KAZ","","ALL","1997","102.27"
"KAZ","","ALL","1998","136.82"
"KAZ","","ALL","1999","167.34"
"KAZ","","ALL","2000","173.8"
"KAZ","","ALL","2001","176.46"
"KAZ","","ALL","2002","185.44"
"KAZ","","ALL","2003","235.73"
"KAZ","","ALL","2004","189.38"
"KAZ","","ALL","2005","189.01"
"KAZ","","ALL","2006","173.89"
"KAZ","","ALL","2007","172.5"
"KAZ","","ALL","2008","147.63"
"KAZ","","ALL","2009","156.39"
"KAZ","","ALL","2010","143.35"
"KAZ","","ALL","2011","151.52"
"KAZ","","ALL","2012","107.23"
"KAZ","","ALL","2013","111.29"
"KAZ","","ALL","2014","87.75"
"KAZ","","ALL","2015","79.83"
"KAZ","","ALL","2016","69.01"
"KAZ","","ALL","2017","69.02"
"KAZ","","ALL","2018","70.21"
"KAZ","","ALL","2019","67.52"
"KAZ","","ALL","2020","51.87"
"KGZ","","ALL","1980","54.54"
"KGZ","","ALL","1981","56.57"
"KGZ","","ALL","1982","54.56"
"KGZ","","ALL","1983","51.12"
"KGZ","","ALL","1984","51.67"
"KGZ","","ALL","1985","52.48"
"KGZ","","ALL","1986","52.18"
"KGZ","","ALL","1987","50.38"
"KGZ","","ALL","1988","51.18"
"KGZ","","ALL","1989","49.65"
"KGZ","","ALL","1990","52.87"
"KGZ","","ALL","1991","56.89"
"KGZ","","ALL","1992","57.88"
"KGZ","","ALL","1993","54.54"
"KGZ","","ALL","1994","61.39"
"KGZ","","ALL","1995","75.71"
"KGZ","","ALL","1996","90.09"
"KGZ","","ALL","1997","112.69"
"KGZ","","ALL","1998","122.26"
"KGZ","","ALL","1999","131.82"
"KGZ","","ALL","2000","126.96"
"KGZ","","ALL","2001","135.05"
"KGZ","","ALL","2002","133.18"
"KGZ","","ALL","2003","263.41"
"KGZ","","ALL","2004","120.51"
"KGZ","","ALL","2005","123.72"
"KGZ","","ALL","2006","119.55"
"KGZ","","ALL","2007","117.11"
"KGZ","","ALL","2008","128.93"
"KGZ","","ALL","2009","110.17"
"KGZ","","ALL","2010","103.75"
"KGZ","","ALL","2011","108.44"
"KGZ","","ALL","2012","110.48"
"KGZ","","ALL","2013","123.69"
"KGZ","","ALL","2014","109.35"
"KGZ","","ALL","2015","117.96"
"KGZ","","ALL","2016","116.44"
"KGZ","","ALL","2017","107.88"
"KGZ","","ALL","2018","100.24"
"KGZ","","ALL","2019","95.07"
"KGZ","","ALL","2020","65.69"
"LTU","","ALL","1980","47.93"
"LTU","","ALL","1981","46.58"
"LTU","","ALL","1982","43.24"
"LTU","","ALL","1983","42.2"
"LTU","","ALL","1984","40.39"
"LTU","","ALL","1985","40.99"
"LTU","","ALL","1986","39.45"
"LTU","","ALL","1987","37.94"
"LTU","","ALL","1988","36.64"
"LTU","","ALL","1989","37.48"
"LTU","","ALL","1990","39.78"
"LTU","","ALL","1991","42.01"
"LTU","","ALL","1992","43.19"
"LTU","","ALL","1993","51.46"
"LTU","","ALL","1994","58.38"
"LTU","","ALL","1995","65.08"
"LTU","","ALL","1996","72.41"
"LTU","","ALL","1997","81.84"
"LTU","","ALL","1998","84.97"
"LTU","","ALL","1999","79.45"
"LTU","","ALL","2000","75.92"
"LTU","","ALL","2001","74.85"
"LTU","","ALL","2002","70.11"
"LTU","","ALL","2003","76.51"
"LTU","","ALL","2004","60.29"
"LTU","","ALL","2005","63.63"
"LTU","","ALL","2006","72.33"
"LTU","","ALL","2007","69.17"
"LTU","","ALL","2008","65.54"
"LTU","","ALL","2009","59.91"
"LTU","","ALL","2010","56.53"
"LTU","","ALL","2011","57.73"
"LTU","","ALL","2012","54.72"
"LTU","","ALL","2013","53.18"
"LTU","","ALL","2014","50.77"
"LTU","","ALL","2015","48.46"
"LTU","","ALL","2016","47.26"
"LTU","","ALL","2017","44.83"
"LTU","","ALL","2018","37.94"
"LTU","","ALL","2019","35.91"
"LTU","","ALL","2020","24.62"
"LUX","","ALL","1980","19.52"
"LUX","","ALL","1981","12.34"
"LUX","","ALL","1982","11.21"
"LUX","","ALL","1983","11.22"
"LUX","","ALL","1984","12.58"
"LUX","","ALL","1985","11.47"
"LUX","","ALL","1986","12.25"
"LUX","","ALL","1987","12.95"
"LUX","","ALL","1988","4.28"
"LUX","","ALL","1989","11.92"
"LUX","","ALL","1990","12.57"
